srn,manufacturer,mandateType,manufacturer_country,mandate_holder_chrn,mandate_holder_name,mandate_holder_uid
DE-MF-000005499,femtos GmbH,MF,DE,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
DE-MF-000005502,Alber GmbH,MF,DE,CHRN-AR-20001653,Invacare International GmbH,CHE109561251
DE-MF-000005504,Aesculap AG,MF,DE,CHRN-AR-20000719,B. Braun Medical AG,CHE106032803
DE-MF-000005506,Reinbold GmbH & Co. KG,MF,DE,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
DE-MF-000005507,Bentley InnoMed GmbH,MF,DE,CHRN-AR-20001222,nexamedic SA,CHE292506716
DE-MF-000005508,EIT Emerging Implant Technologies GmbH,MF,DE,CHRN-AR-20001458,Synthes GmbH,CHE107288802
DE-MF-000005511,asap endoscopic products GmbH,MF,DE,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
DE-MF-000005514,Innovations Medical GmbH,MF,DE,CHRN-AR-20002390,TAS SAT AG,CHE204563935
DE-MF-000005516,S.I.M.E.O.N Medical GmbH and Co KG,MF,DE,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
DE-MF-000005519,Peter Lazic GmbH,MF,DE,CHRN-AR-20000373,Burkart Medizintechnik AG,CHE114032917
DE-MF-000005520,TONTARRA Medezintechnik GMBH,MF,DE,CHRN-AR-20001254,PURE Medical Device SA,CHE410104057
DE-MF-000005522,Stryker Leibinger GmbH & Co. KG,MF,DE,CHRN-AR-20001267,Stryker-Osteonics AG,CHE376655198
DE-MF-000005523,STEMA Medizintechnik GmbH,MF,DE,CHRN-AR-20000373,Burkart Medizintechnik AG,CHE114032917
DE-MF-000005525,Otto Leibinger GmbH,MF,DE,CHRN-AR-20000289,Rodent AG,CHE108121004
DE-MF-000005531,"Henke-Sass, Wolf GmbH",MF,DE,CHRN-AR-20000794,Johner Medical Schweiz GmbH,CHE324438245
DE-MF-000005532,Pro-Med,MF,DE,CHRN-AR-20003060,artmedic gmbh,CHE382547878
DE-MF-000005533,HA. Schweickhardt GMbH & Co.KG,MF,DE,CHRN-AR-20002598,BDS Dental AG,CHE109038819
DE-MF-000005534,Klaus Wenkert Medizintechnik GmbH,MF,DE,CHRN-AR-20000794,Johner Medical Schweiz GmbH,CHE324438245
DE-MF-000005540,ASANUS Medizintechnik GmbH,MF,DE,CHRN-AR-20000615,ASANUS Medizintechnik AG,CHE300831652
DE-MF-000005541,eucatech AG,MF,DE,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
DE-MF-000005544,Sutter Medizintechnik GmbH,MF,DE,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
DE-MF-000005551,KLS Martin SE & Co. KG,MF,DE,CHRN-AR-20000946,confinis ch-rep ag,CHE336658658
DE-MF-000005554,Faulhaber Pinzetten KG,MF,DE,CHRN-AR-20001477,DoMaGe AG,CHE113266973
DE-MF-000005555,medifa GmbH,MF,DE,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
DE-MF-000005557,YETI Dentalprodukte GmbH,MF,DE,CHRN-AR-20010186,Ojo GmbH,CHE338209550
DE-MF-000005560,eemagine Medical Imaging Solutions GmbH,MF,DE,CHRN-AR-20000946,confinis ch-rep ag,CHE336658658
DE-MF-000005564,MEDE Technik GmbH,MF,DE,CHRN-AR-20000916,Medeco-ch Sàrl,CHE110034515
DE-MF-000005566,gebdi DENTAL-PRODUCTS GmbH,MF,DE,CHRN-AR-20010186,Ojo GmbH,CHE338209550
DE-MF-000005568,devemed GmbH,MF,DE,CHRN-AR-20000567,Diaswiss SA,CHE108817198
DE-MF-000005570,ATMOS MedizinTechnik GmbH & Co. KG,MF,DE,CHRN-AR-20001554,ATMOS Medical AG,CHE106191459
DE-MF-000005571,VascoMed GmbH,MF,DE,CHRN-AR-20000577,Biotronik AG,CHE105233807
DE-MF-000005575,Ermis MedTech GmbH,MF,DE,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
DE-MF-000005577,Dr. Jean Bausch GmbH & Co. KG,MF,DE,CHRN-AR-20001306,ALBO Healthcare GmbH,CHE115819481
DE-MF-000005584,Dimeda Instrumente GmbH,MF,DE,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
DE-MF-000005585,VISUS Health IT GmbH,MF,DE,CHRN-AR-20004008,CompuGroup Medical Schweiz AG,CHE109354114
DE-MF-000005586,Compumedics Germany GmbH,MF,DE,CHRN-AR-20001927,NEUROLITE AG,CHE433077715
DE-MF-000005592,REDA Instrumente GmbH,MF,DE,CHRN-AR-20001368,Siotec AG,CHE115638531
DE-MF-000005593,Josef Ganter Feinmechanik GmbH,MF,DE,CHRN-AR-20000817,Bächler Feintech AG,CHE103335928
DE-MF-000005598,livetec Ingenieurburo GmbH,MF,DE,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
DE-MF-000005601,AS Medizintechnik GmbH,MF,DE,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
DE-MF-000005603,Medice Arzneimittel Pütter GmbH & Co. KG,MF,DE,CHRN-AR-20001667,Verfora SA,CHE103328957
DE-MF-000005604,SICAT_GmbH_&_Co.KG,MF,DE,CHRN-AR-20000794,Johner Medical Schweiz GmbH,CHE324438245
DE-MF-000005605,Philipp Kirsch GmbH,MF,DE,CHRN-AR-20003216,Praximedico AG,CHE108692790
DE-MF-000005606,Meotec GmbH,MF,DE,CHRN-AR-20000946,confinis ch-rep ag,CHE336658658
DE-MF-000005610,Osypka AG,MF,DE,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
DE-MF-000005611,AMNOTEC International Medical GmbH,MF,DE,CHRN-AR-20010048,Tschudin Omnia GmbH,CHE327551122
DE-MF-000005613,nopa instruments Medizintechnik GmbH,MF,DE,CHRN-AR-20001948,Arnold Bott AG,CHE100127380
DE-MF-000005616,RZ Medizintechnik GmbH,MF,DE,CHRN-AR-20000373,Burkart Medizintechnik AG,CHE114032917
DE-MF-000005618,SCHÖLLY FIBEROPTIC GMBH,MF,DE,CHRN-AR-20001204,Arazy Group Swiss GmbH,CHE294529912
DE-MF-000005623,Hemoteq AG,MF,DE,CHRN-AR-20000784,Boston Scientific AG,CHE107673614
DE-MF-000005624,Heinz Meise GmbH,MF,DE,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
DE-MF-000005626,Varian Medical Systems Particle Therapy GmbH & Co. KG,MF,DE,CHRN-AR-20000721,Siemens Healthineers International AG,CHE105742500
DE-MF-000005633,aks Aktuelle Krankenpflege Systeme GmbH,MF,DE,CHRN-AR-20001306,ALBO Healthcare GmbH,CHE115819481
DE-MF-000005640,Helmut Zepf Medizintechnik GmbH,MF,DE,CHRN-AR-20002293,Karr Dental AG,CHE107867839
DE-MF-000005647,Eurobio Scientific GmbH,MF,DE,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
DE-MF-000005649,SARSTEDT  AG & Co.KG,MF,DE,CHRN-AR-20000873,Sarstedt AG,CHE102336888
DE-MF-000005687,IOLUTION GmbH,MF,DE,CHRN-AR-20000058,QUNIQUE AG,CHE230350138
DE-MF-000005691,WEINMANN Emergency Medical Technology GmbH & Co. KG,MF,DE,CHRN-AR-20001730,ITRIS Medical AG,CHE110035561
DE-MF-000005701,Schülke & Mayr GmbH,MF,DE,CHRN-AR-20001250,Schülke & Mayr AG,CHE107701558
DE-MF-000005706,Andramed GmbH,MF,DE,CHRN-AR-20003934,AB MEDICA Sagl,CHE101635704
DE-MF-000005708,Ritex GmbH,MF,DE,CHRN-AR-20001766,Effectum CH-REP AG,CHE450332825
DE-MF-000005709,JOTEC GmbH,MF,DE,CHRN-AR-20000674,OMCS Medical GmbH,CHE132539953
DE-MF-000005712,SPEIKO-Dr. Speier GmbH,MF,DE,CHRN-AR-20003607,Bien-Air Dental SA,CHE105855630
DE-MF-000005715,Dr. Fenyves und Gut Deutschland GmbH,MF,DE,CHRN-AR-20002008,Löwenstein Medical Schweiz AG,CHE107367117
DE-MF-000005717,Coltène/Whaledent GmbH + Co. KG,MF,DE,CHRN-AR-20000444,Coltène/Whaledent AG,CHE102355319
DE-MF-000005720,ADODERM GMBH,MF,DE,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
DE-MF-000005731,Cumdente GmbH,MF,DE,CHRN-AR-20002293,Karr Dental AG,CHE107867839
DE-MF-000005732,dentalXrai GMBH,MF,DE,CHRN-AR-20002054,Align Technology Switzerland GmbH,CHE146357660
DE-MF-000005735,IEM GmbH,MF,DE,CHRN-AR-20000794,Johner Medical Schweiz GmbH,CHE324438245
DE-MF-000005748,Rolko Kohlgrüber GmbH,MF,DE,CHRN-AR-20002299,INNOVA help GmbH,CHE188217504
DE-MF-000005751,Ormed GmbH,MF,DE,CHRN-AR-20001035,MDSS CH GmbH,CHE469219639
DE-MF-000005754,etol Gesundheitspflege- und Pharmaprodukte GmbH,MF,DE,CHRN-AR-20000950,CMC Medical Devices GmbH,CHE484802757
DE-MF-000005768,MIele,MF,DE,CHRN-AR-20000734,Miele AG,CHE105783195
DE-MF-000005771,P + L Innovations GmbH,MF,DE,CHRN-AR-20002397,Rehatec AG,CHE106486400
DE-MF-000005779,Visall GmbH,MF,DE,CHRN-AR-20000387,Visall Suisse AG,CHE107671213
DE-MF-000005780,Meyra GmbH,MF,DE,CHRN-AR-20002762,"Meyra GmbH, Porta Westfalica (DE), Zweigniederlassung Bättwil",CHE279507079
DE-MF-000005784,MT.DERM GmbH,MF,DE,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
DE-MF-000005792,LAP GmbH Laser Applikationen,MF,DE,CHRN-AR-20000905,Raditec Medical AG,CHE113017111
DE-MF-000005794,PTW-Freiburg Physikalisch-Technische Werkstätten Dr. Pychlau GmbH,MF,DE,CHRN-AR-20000794,Johner Medical Schweiz GmbH,CHE324438245
DE-MF-000005796,Guido Buschmeier Maschinenbau,MF,DE,CHRN-AR-20001730,ITRIS Medical AG,CHE110035561
DE-MF-000005812,Medicon Eg,MF,DE,CHRN-AR-20002509,Traiectum GmbH,CHE276027400
DE-MF-000005822,Tekno-Medical Optik-Chirurgie GmbH,MF,DE,CHRN-AR-20000289,Rodent AG,CHE108121004
DE-MF-000005830,C. Hedenkamp GmbH & Co. KG,MF,DE,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
DE-MF-000005849,MTT GmbH,MF,DE,CHRN-AR-20001067,KAHLITY GmbH,CHE434573187
DE-MF-000005850,Medical GmbH Medizintechnik,MF,DE,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
DE-MF-000005851,BODE Chemie GmbH,MF,DE,CHRN-AR-20000751,IVF HARTMANN AG,CHE109830474
DE-MF-000005854,Barkey GmbH & Co. KG,MF,DE,CHRN-AR-20000674,OMCS Medical GmbH,CHE132539953
DE-MF-000005859,TRANSMED Medizintechnik GmbH & Co. KG,MF,DE,CHRN-AR-20001258,Ermed AG,CHE106661488
DE-MF-000005861,PAUL HARTMANN AG,MF,DE,CHRN-AR-20000751,IVF HARTMANN AG,CHE109830474
DE-MF-000005862,Medizinisch-Technische Gerätebau GmbH (abbrev. MTG GmbH),MF,DE,CHRN-AR-20000719,B. Braun Medical AG,CHE106032803
DE-MF-000005874,model-tray GmbH für rationellen Dental-Bedarf,MF,DE,CHRN-AR-20001392,Curaden AG,CHE105801551
DE-MF-000005881,Fosanis GmbH,MF,DE,CHRN-AR-20000058,QUNIQUE AG,CHE230350138
DE-MF-000005905,Dentsply DeTrey GmbH,MF,DE,CHRN-AR-20001253,MAILLEFER INSTRUMENTS HOLDING Sàrl,CHE100026046
DE-MF-000005906,VITA Zahnfabrik,MF,DE,CHRN-AR-20000330,"Vita Zahnfabrik H. Rauter GmbH & Co KG, Bad Säckingen (Deutschland), Zweigniederlassung Basel",CHE115012455
DE-MF-000005907,VBM Medizintechnik GmbH,MF,DE,CHRN-AR-20000426,Laubscher & Co. AG,CHE102317313
DE-MF-000005908,Elcon Medical Instruments GmbH,MF,DE,CHRN-AR-20000719,B. Braun Medical AG,CHE106032803
DE-MF-000005910,REGER Medizintechnik GmbH,MF,DE,CHRN-AR-20001114,DR MEDICAL AG,CHE111696050
DE-MF-000005912,MaiMed GmbH,MF,DE,CHRN-AR-20000946,confinis ch-rep ag,CHE336658658
DE-MF-000005921,PlantTec Medical GmbH,MF,DE,CHRN-AR-20000788,QMT GmbH,CHE307061607
DE-MF-000005926,FENTEX medical GmbH,MF,DE,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
DE-MF-000005955,Friedrich Bosch GmbH&Co.KG,MF,DE,CHRN-AR-20003877,A1CH-Rep GmbH,CHE417860705
DE-MF-000005958,BOSCH + SOHN GmbH u. Co. KG,MF,DE,CHRN-AR-20001948,Arnold Bott AG,CHE100127380
DE-MF-000005963,BUSCH & CO. GmbH & Co. KG,MF,DE,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
DE-MF-000005967,K.H. Dewert GmbH,MF,DE,CHRN-AR-20003216,Praximedico AG,CHE108692790
DE-MF-000005969,Matricel GmbH,MF,DE,CHRN-AR-20000880,Nobel Biocare Services AG,CHE110128004
DE-MF-000005987,VARILAG GmbH & Co. KG,MF,DE,CHRN-AR-20003054,ELLECOM SWISS AG,CHE248667988
DE-MF-000006000,Osypka Medical GmbH,MF,DE,CHRN-AR-20000571,Fumedica AG,CHE103747478
DE-MF-000006001,Manfred Schägner GmbH,MF,DE,CHRN-AR-20000058,QUNIQUE AG,CHE230350138
DE-MF-000006010,Löwenstein Medical Technology GmbH + Co. KG,MF,DE,CHRN-AR-20002008,Löwenstein Medical Schweiz AG,CHE107367117
DE-MF-000006024,HANS HEPP GmbH & Co. KG,MF,DE,CHRN-AR-20000946,confinis ch-rep ag,CHE336658658
DE-MF-000006026,Philips Medizin Systeme Böblingen GmbH,MF,DE,CHRN-AR-20001770,Philips AG,CHE105936079
DE-MF-000006028,Löwenstein Medical SE & Co. KG,MF,DE,CHRN-AR-20002008,Löwenstein Medical Schweiz AG,CHE107367117
DE-MF-000006029,LOWTeq GmbH,MF,DE,CHRN-AR-20000794,Johner Medical Schweiz GmbH,CHE324438245
DE-MF-000006033,Examion GmbH,MF,DE,CHRN-AR-20002126,Schenk Röntgenbedarf AG,CHE105576503
DE-MF-000006083,bon Optic Vertriebsgesellschaft mbH,MF,DE,CHRN-AR-20001403,Decomplix AG,CHE150315179
DE-MF-000006086,Farstar medical GmbH,MF,DE,CHRN-AR-20002068,FarStar medical (Schweiz) GmbH,CHE486963503
DE-MF-000006095,Dent4You GmbH,MF,DE,CHRN-AR-20002194,Dent4You AG,CHE218844205
DE-MF-000006119,Okuvision GmbH,MF,DE,CHRN-AR-20000189,Mediconsult AG,CHE105174493
DE-MF-000006122,Siemens Healthcare GmbH,MF,DE,CHRN-AR-20000721,Siemens Healthineers International AG,CHE105742500
DE-MF-000006128,TNI medical AG,MF,DE,CHRN-AR-20002466,Masimo International SARL,CHE114571640
DE-MF-000006132,Walz Elektronik GmbH,MF,DE,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
DE-MF-000006133,HERRMANN Apparatebau GmbH,MF,DE,CHRN-AR-20001400,HYDRO-ZEN GmbH,CHE348071833
DE-MF-000006136,AKTORmed GmbH,MF,DE,CHRN-AR-20002058,Qarad Suisse SA,CHE250073976
DE-MF-000006137,NOVAFON Elektromedizinische Geräte GmbH,MF,DE,CHRN-AR-20001310,Limesone GmbH,CHE216590873
DE-MF-000006141,Zimmer Medizinsysteme GmbH,MF,DE,CHRN-AR-20002018,FREI SWISS AG,CHE113755321
DE-MF-000006145,MAICO Diagnostics GmbH,MF,DE,CHRN-AR-20000700,Diatec AG,CHE106604154
DE-MF-000006147,h/p/cosmos,MF,DE,CHRN-AR-20000058,QUNIQUE AG,CHE230350138
DE-MF-000006150,Health Care Systems GmbH,MF,DE,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
DE-MF-000006152,orangedental GmbH & Co. KG,MF,DE,CHRN-AR-20002051,Forstgarten International Holding GmbH,CHE112254200
DE-MF-000006155,Raumedic AG,MF,DE,CHRN-AR-20000788,QMT GmbH,CHE307061607
DE-MF-000006156,GERWING Medizinprodukte Gerd Riester e.K.,MF,DE,CHRN-AR-20001306,ALBO Healthcare GmbH,CHE115819481
DE-MF-000006157,Richardson Electronics GmbH,MF,DE,CHRN-AR-20001403,Decomplix AG,CHE150315179
DE-MF-000006159,Carl Zeiss Vision International GmbH,MF,DE,CHRN-AR-20000945,Carl Zeiss Vision Swiss AG,CHE103683447
DE-MF-000006166,SycoTec GmbH & Co. KG,MF,DE,CHRN-AR-20003994,Metecon Schweiz GmbH,CHE163455022
DE-MF-000006170,KERN & SOHN GmbH,MF,DE,CHRN-AR-20001306,ALBO Healthcare GmbH,CHE115819481
DE-MF-000006173,Carl Zeiss Vision GmbH [DE],MF,DE,CHRN-AR-20000945,Carl Zeiss Vision Swiss AG,CHE103683447
DE-MF-000006176,HILOTHERM GmbH,PR,DE,CHRN-AR-20003135,Parsenn-Produkte AG,CHE107051944
DE-MF-000006182,NORAS MRI products GmbH,MF,DE,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
DE-MF-000006183,Brainlab AG,MF,DE,CHRN-AR-20000794,Johner Medical Schweiz GmbH,CHE324438245
DE-MF-000006185,Sundo Homecare GmbH,MF,DE,CHRN-AR-20001306,ALBO Healthcare GmbH,CHE115819481
DE-MF-000006188,Stihler Electronic GmbH,MF,DE,CHRN-AR-20001258,Ermed AG,CHE106661488
DE-MF-000006189,STORZ & BICKEL GmbH,MF,DE,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
DE-MF-000006198,Integral Medical GmbH,MF,DE,CHRN-AR-20001948,Arnold Bott AG,CHE100127380
DE-MF-000006199,Certmedica International GmbH,MF,DE,CHRN-AR-20001667,Verfora SA,CHE103328957
DE-MF-000006200,SIGNUS Medizintechnik GmbH,MF,DE,CHRN-AR-20003876,SIGNUS SUISSE GmbH,CHE471992157
DE-MF-000006201,Tutogen Medical GmbH,MF,DE,CHRN-AR-20002058,Qarad Suisse SA,CHE250073976
DE-MF-000006207,MAVIG GmbH,MF,DE,CHRN-AR-20001815,Rein Medical AG,CHE105010940
DE-MF-000006209,bess pro gmbh,MF,DE,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
DE-MF-000006217,Merete GmbH,MF,DE,CHRN-AR-20001306,ALBO Healthcare GmbH,CHE115819481
DE-MF-000006219,Hegewald Medizinprodukte GmbH,MF,DE,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
DE-MF-000006223,Baldus Sedation GmbH & Co. KG [DE],MF,DE,CHRN-AR-20001392,Curaden AG,CHE105801551
DE-MF-000006225,IBA Dosimetry GmbH,MF,DE,CHRN-AR-20001649,MDTS medtechsolution AG,CHE147829489
DE-MF-000006227,mediDOK Software Entwicklungsgesellschaft mbH,MF,DE,CHRN-AR-20000794,Johner Medical Schweiz GmbH,CHE324438245
DE-MF-000006233,Xenios AG,MF,DE,CHRN-AR-20001020,Fresenius Medical Care (Schweiz) AG,CHE106904521
DE-MF-000006236,Brumaba GmbH & Co.KG,MF,DE,CHRN-AR-20001006,Carl Zeiss AG,CHE105935973
DE-MF-000006241,pritidenta GmbH [DE],MF,DE,CHRN-AR-20001624,Intertrading Dental AG,CHE103532771
DE-MF-000006242,ultraMEDIC GmbH,MF,DE,CHRN-AR-20001738,Allenspach Medical AG,CHE101808933
DE-MF-000006243,Erkodent Erich Kopp GmbH,MF,DE,CHRN-AR-20000794,Johner Medical Schweiz GmbH,CHE324438245
DE-MF-000006244,reer GmbH,MF,DE,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
DE-MF-000006245,Fielmann Group AG,MF,DE,CHRN-AR-20001793,Fielmann AG,CHE106827671
DE-MF-000006250,Perpedes GmbH,MF,DE,CHRN-AR-20002315,Ortho GmbH,CHE115488881
DE-MF-000006253,MedNet GmbH,MF,DE,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
DE-MF-000006256,Bernhard Förster GmbH,MF,DE,CHRN-AR-20002291,Mikrona Group AG,CHE102477218
DE-MF-000006270,Kamedi GmbH,MF,DE,CHRN-AR-20003453,surgeSupply GmbH,CHE379597226
DE-MF-000006273,medK GmbH,MF,DE,CHRN-AR-20000730,MedNet Swiss GmbH,CHE423085096
DE-MF-000006277,munevo GmbH,MF,DE,CHRN-AR-20000167,Easy Medical Device GmbH,CHE420328902
DE-MF-000006280,GAIA AG,MF,DE,CHRN-AR-20000794,Johner Medical Schweiz GmbH,CHE324438245
DE-MF-000006287,Manfred Sauer GmbH,MF,DE,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
DE-MF-000006291,Eberle GmbH & Co. KG,MF,DE,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
DE-MF-000006296,GET.ON Institut für Online Gesundheitstrainings GmbH,MF,DE,CHRN-AR-20001690,Freyr Life Sciences GmbH,CHE339468048
DE-MF-000006299,Dentaurum GmbH & Co. KG,MF,DE,CHRN-AR-20000450,Dentaurum Switzerland GmbH,CHE167039355
DE-MF-000006302,EVE Ernst Vetter GmbH,MF,DE,CHRN-AR-20002063,Intensiv SA,CHE106876830
DE-MF-000006303,Thomas Hilfen für Körperbehinderte GmbH & Co. Medico KG,MF,DE,CHRN-AR-20002397,Rehatec AG,CHE106486400
DE-MF-000006310,Meidrix biomedicals GmbH,MF,DE,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
DE-MF-000006334,Haselmeier GmbH,MF,DE,CHRN-AR-20001992,medmix Switzerland AG,CHE107286720
DE-MF-000006338,Kirchner & Wilhelm GmbH + Co. KG,MF,DE,CHRN-AR-20002353,Stampfli Medical AG,CHE107935599
DE-MF-000006339,Schwarzer Cardiotek GmbH,MF,DE,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
DE-MF-000006341,PROTEC GmbH & Co. KG,MF,DE,CHRN-AR-20001913,digitalXray AG,CHE108387588
DE-MF-000006353,PolyMedics Innovations GmbH,MF,DE,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
DE-MF-000006355,meso international GmbH,MF,DE,CHRN-AR-20001409,Mikroskop Technik Diethelm GmbH,CHE109496317
DE-MF-000006357,P. J. Dahlhausen & Co. GmbH,MF,DE,CHRN-AR-20001445,Cosanum AG,CHE107967501
DE-MF-000006360,FAROMED  GmbH Medizintechnik,PR,DE,CHRN-AR-20002189,KB Medizin Technik GmbH,CHE112310873
DE-MF-000006364,Dr. Paul Koch GmbH,MF,DE,CHRN-AR-20001948,Arnold Bott AG,CHE100127380
DE-MF-000006366,Kentzler-Kaschner Dental GmbH,MF,DE,CHRN-AR-20000289,Rodent AG,CHE108121004
DE-MF-000006373,Vereinigte Papierwarenfabriken GmbH,MF,DE,CHRN-AR-20000794,Johner Medical Schweiz GmbH,CHE324438245
DE-MF-000006402,ergoline GmbH,MF,DE,CHRN-AR-20000168,Jube Healthcare Management Jung,CHE112030095
DE-MF-000006406,Strässle & Co. Medizintechnik GmbH,MF,DE,CHRN-AR-20001948,Arnold Bott AG,CHE100127380
DE-MF-000006409,ewimed GmbH,MF,DE,CHRN-AR-20000187,ewimed Switzerland AG,CHE114986679
DE-MF-000006411,Ulrich GmbH & Co. KG,MF,DE,CHRN-AR-20001403,Decomplix AG,CHE150315179
DE-MF-000006413,Airamed GmbH,MF,DE,CHRN-AR-20000794,Johner Medical Schweiz GmbH,CHE324438245
DE-MF-000006414,Ritter Implants GmbH & Co. KG,MF,DE,CHRN-AR-20001204,Arazy Group Swiss GmbH,CHE294529912
DE-MF-000006415,Ritter Concept GmbH,MF,DE,CHRN-AR-20001204,Arazy Group Swiss GmbH,CHE294529912
DE-MF-000006416,EKF-diagnostic GmbH ,MF,DE,CHRN-AR-20000794,Johner Medical Schweiz GmbH,CHE324438245
DE-MF-000006417,Dufner Instrumente GmbH,MF,DE,CHRN-AR-20000373,Burkart Medizintechnik AG,CHE114032917
DE-MF-000006418,Anton Hübner GmbH & Co. KG,MF,DE,CHRN-AR-20003970,Arko Diffusion AG,CHE103508790
DE-MF-000006419,Rudolf Riester GmbH,MF,DE,CHRN-AR-20001511,Medicel AG,CHE108412625
DE-MF-000006420,Drive Medical GmbH & Co. KG,MF,DE,CHRN-AR-20001306,ALBO Healthcare GmbH,CHE115819481
DE-MF-000006422,SERAG-WIESSNER GmbH & Co. KG,MF,DE,CHRN-AR-20000167,Easy Medical Device GmbH,CHE420328902
DE-MF-000006426,Ovesco Endoscopy AG,MF,DE,CHRN-AR-20001232,epmodex AG,CHE114887646
DE-MF-000006428,EMOS Technology GmbH,MF,DE,CHRN-AR-20000950,CMC Medical Devices GmbH,CHE484802757
DE-MF-000006442,Greggersen Gasetechnik GmbH,MF,DE,CHRN-AR-20001730,ITRIS Medical AG,CHE110035561
DE-MF-000006445,MTR plus Vertriebs GmbH,MF,DE,CHRN-AR-20001306,ALBO Healthcare GmbH,CHE115819481
DE-MF-000006446,Gebr Brasseler GmbH and Co KG,MF,DE,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
DE-MF-000006458,PETER BREHM GmbH,MF,DE,CHRN-AR-20001886,Peter Brehm Schweiz GmbH,CHE414097344
DE-MF-000006463,Silony Medical GmbH,MF,DE,CHRN-AR-20000581,Silony Medical International AG,CHE427865526
DE-MF-000006471,KaVo Dental GmbH,MF,DE,CHRN-AR-20002419,KaVo Dental AG,CHE105856316
DE-MF-000006475,Likamed GmbH,MF,DE,CHRN-AR-20001204,Arazy Group Swiss GmbH,CHE294529912
DE-MF-000006490,Meditec Source GmbH & Co. KG,MF,DE,CHRN-AR-20000946,confinis ch-rep ag,CHE336658658
DE-MF-000006494,IMMUCOR Medizinische Diagnostik GmbH,MF,DE,CHRN-AR-20001403,Decomplix AG,CHE150315179
DE-MF-000006498,GALAXA GmbH,MF,DE,CHRN-AR-20000807,Swiss AR Services AG,CHE446369647
DE-MF-000006515,INNOTERE GmbH,MF,DE,CHRN-AR-20000946,confinis ch-rep ag,CHE336658658
DE-MF-000006522,Servo-Dental GmbH & Co. KG,MF,DE,CHRN-AR-20001638,semperhogg gmbh,CHE380103714
DE-MF-000006524,Phenox gmbh,MF,DE,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
DE-MF-000006543,bitop AG,MF,DE,CHRN-AR-20000310,"MedEnvoy Global B.V., Leidschendam-Voorburg, Zweigniederlassung Zug",CHE469344552
DE-MF-000006562,IKEGAMI ELECTRONICS (EUROPE) GmbH ,MF,DE,CHRN-AR-20001409,Mikroskop Technik Diethelm GmbH,CHE109496317
DE-MF-000006565,Penta Arzneimittel GmbH,MF,DE,CHRN-AR-20000808,Bayer Consumer Care AG,CHE107359454
DE-MF-000006566,Ganshorn Medizin Electronic GmbH,MF,DE,CHRN-AR-20001631,Schiller AG,CHE105868779
